property_id,area_name,latitude,longitude,plot_size_sqft,bhk,property_age_years,floor_number,furnishing_status,rera_registered,listed_price,actual_fair_value,zone_type,has_parking,has_garden,dist_railway_station_km,dist_airport_km,dist_city_center_km,dist_db_mall_km,dist_aiims_km,dist_manit_km,dist_upper_lake_km,dist_lower_lake_km,zone_price_index,furnishing_semi,furnishing_fully
142,Bittan Market,23.266055,77.430537,3496,4,13,13,unfurnished,0,30488433.52,29044685.64,commercial,True,False,1.99,9.82,1.96,2.71,4.44,5.88,3.2,7.53,3.86,0,0
143,MP Nagar,23.234395,77.434848,2739,4,4,8,fully-furnished,1,31310391.02,32098992.71,commercial,False,True,4.48,11.58,3.63,0.85,2.96,3.09,3.48,7.02,7.37,0,1
144,Bawadia Kalan,23.216496,77.451709,3003,4,0,10,semi-furnished,1,41965327.48,41463910.35,premium_residential,True,True,7.09,14.09,6.26,3.27,5.02,4.0,6.01,8.93,3.86,1,0
145,Bairagarh,23.271082,77.344783,1523,3,1,0,unfurnished,0,6895831.59,6798690.6,budget,True,False,6.81,1.97,7.05,9.84,7.55,9.27,6.61,4.77,0.7,0,0
146,Raisen Road,23.192928,77.436611,2990,2,2,18,fully-furnished,1,32373862.19,33867082.55,premium_residential,False,False,8.76,14.59,7.81,5.44,5.43,3.51,7.04,8.45,3.86,0,1
147,Misrod,23.163006,77.520444,3066,3,1,7,semi-furnished,1,19333001.21,18557169.47,residential,True,False,16.16,23.26,15.4,12.33,14.05,12.48,15.21,17.58,3.86,1,0
148,Kolar Road,23.178754,77.423156,2249,3,19,3,semi-furnished,0,7666465.9,7705113.04,budget,False,False,10.01,14.9,9.05,7.12,6.26,4.22,8.04,8.36,1.23,1,0
149,DB City Road,23.222205,77.430267,3312,2,0,15,semi-furnished,1,41391243.76,42736017.25,commercial,True,True,5.48,11.94,4.55,2.26,2.76,1.95,3.97,6.65,3.86,1,0
150,Kolar Road,23.16939,77.419592,2493,3,10,3,unfurnished,0,11066063.24,11509246.34,budget,False,False,11.01,15.55,10.05,8.21,7.18,5.17,8.99,8.9,1.23,0,0
151,Hoshangabad Road,23.223793,77.470684,1776,1,0,3,fully-furnished,1,14537508.06,15032712.81,commercial,True,False,7.84,15.36,7.16,4.12,6.7,6.01,7.3,10.73,5.96,0,1
152,Ayodhya Bypass,23.274726,77.470934,978,2,6,6,fully-furnished,1,4198471.58,4209881.57,developing,True,True,6.14,13.73,6.19,5.12,8.09,8.86,7.31,11.67,0.0,0,1
153,Hoshangabad Road,23.215725,77.469982,3061,2,16,22,semi-furnished,0,19178667.64,19236871.17,commercial,True,False,8.38,15.72,7.64,4.57,6.82,5.87,7.62,10.78,5.96,1,0
154,Kolar Road,23.170214,77.40784,1500,1,13,7,unfurnished,0,3994171.49,4109860.01,budget,True,False,10.89,14.86,9.94,8.44,6.96,5.05,8.77,8.14,1.23,0,0
155,Shahpura,23.19457,77.437535,2600,4,16,2,semi-furnished,0,20328467.21,21106255.69,residential,True,True,8.62,14.52,7.67,5.26,5.34,3.46,6.93,8.44,4.74,1,0
156,Indrapuri,23.241704,77.463197,818,3,7,5,unfurnished,0,4289214.0,4196310.44,residential,True,True,6.08,13.83,5.56,2.82,5.93,5.93,6.02,9.96,2.46,0,0
157,Indrapuri,23.239423,77.460552,1526,1,19,2,semi-furnished,0,6619520.15,6916220.72,residential,True,True,5.98,13.68,5.41,2.57,5.63,5.57,5.79,9.67,2.46,1,0
158,Piplani,23.205995,77.500035,1758,3,9,0,semi-furnished,0,5698816.83,5493524.59,budget,True,False,11.42,18.93,10.76,7.71,10.08,9.01,10.85,14.01,3.86,1,0
159,Anand Nagar,23.276158,77.44712,2428,1,15,5,unfurnished,0,7656649.37,7427854.64,budget,False,False,3.76,11.3,3.96,3.96,6.37,7.58,5.23,9.56,3.86,0,0
160,DB City Road,23.236712,77.44275,2481,3,12,19,semi-furnished,0,22589762.29,21809921.63,commercial,True,True,4.77,12.16,4.01,0.94,3.78,3.87,4.11,7.84,3.86,1,0
161,Misrod,23.172987,77.504277,3407,1,3,3,unfurnished,1,18412117.85,18637802.48,residential,True,False,14.23,21.27,13.44,10.38,12.06,10.51,13.22,15.61,3.86,0,0
162,Bawadia Kalan,23.205712,77.442634,925,3,16,10,semi-furnished,0,9427322.15,9253109.93,premium_residential,True,False,7.66,14.07,6.74,4.08,4.82,3.26,6.18,8.37,3.86,1,0
163,Nehru Nagar,23.250641,77.44687,1242,3,12,0,semi-furnished,1,5301509.75,5513137.62,residential,True,True,4.14,11.92,3.65,1.5,4.62,5.23,4.29,8.48,3.86,1,0
164,Shahpura,23.196196,77.42838,3493,3,8,9,semi-furnished,1,25444322.14,25339397.76,residential,False,True,8.2,13.75,7.24,5.13,4.68,2.69,6.36,7.54,4.74,1,0
165,MP Nagar,23.232758,77.434945,1164,4,18,17,unfurnished,0,8758717.79,8719629.73,commercial,True,False,4.64,11.68,3.78,1.03,2.96,2.97,3.58,7.03,7.37,0,0
166,Arera Colony,23.232909,77.425384,3330,2,1,25,fully-furnished,1,51683282.41,51067104.28,premium_residential,True,False,4.2,10.84,3.26,1.45,1.98,2.32,2.77,6.05,10.0,0,1
167,MP Nagar,23.237816,77.42726,3364,3,3,15,semi-furnished,1,35777006.99,35601412.0,commercial,False,True,3.77,10.72,2.87,0.97,2.24,2.88,2.61,6.26,7.37,1,0
168,MP Nagar,23.239084,77.429815,1357,1,5,25,semi-furnished,0,12976697.28,13140520.27,commercial,True,False,3.77,10.87,2.9,0.67,2.53,3.14,2.78,6.54,7.37,1,0
169,DB City Road,23.230249,77.440154,3254,2,10,18,fully-furnished,0,43759266.79,42457563.15,commercial,False,True,5.16,12.28,4.33,1.38,3.51,3.25,4.18,7.56,3.86,0,1
170,Bawadia Kalan,23.202909,77.443385,915,1,16,3,fully-furnished,0,6206143.4,6128560.42,premium_residential,False,False,7.97,14.33,7.05,4.4,5.07,3.45,6.48,8.56,3.86,0,1
171,Kolar Road,23.179852,77.422285,2549,3,9,2,semi-furnished,1,12873941.4,13531127.59,budget,True,True,9.88,14.75,8.92,7.02,6.12,4.08,7.9,8.21,1.23,1,0
172,Arera Colony,23.228136,77.435258,2372,1,7,19,fully-furnished,0,41112211.96,30481425.3,premium_residential,False,False,5.1,11.98,4.21,1.54,3.04,2.7,3.89,7.08,10.0,0,1
173,Indrapuri,23.244007,77.469148,2814,1,2,4,semi-furnished,1,15981884.96,16404748.15,residential,True,False,6.51,14.32,6.05,3.44,6.58,6.59,6.59,10.6,2.46,1,0
174,DB City Road,23.220805,77.430358,1836,3,1,23,semi-furnished,0,20186344.03,20234021.48,commercial,True,False,5.63,12.04,4.7,2.41,2.84,1.91,4.09,6.69,3.86,1,0
175,Arera Colony,23.23228,77.426985,2356,2,18,22,fully-furnished,0,49099016.24,35884228.47,premium_residential,True,True,4.32,11.02,3.39,1.39,2.15,2.36,2.94,6.21,10.0,0,1
176,Indrapuri,23.247663,77.460093,852,4,3,1,semi-furnished,1,6318171.4,6237361.58,residential,True,False,5.5,13.31,5.05,2.58,5.77,6.02,5.64,9.74,2.46,1,0
177,Katara Hills,23.187731,77.449249,2264,1,17,0,fully-furnished,1,14194849.78,14783387.7,residential,True,False,9.75,15.91,8.83,6.17,6.69,4.86,8.19,9.85,3.86,0,1
178,Arera Colony,23.223899,77.4339,2497,2,3,12,semi-furnished,0,24777497.06,25766887.08,premium_residential,False,False,5.45,12.13,4.54,2.01,3.03,2.37,4.09,6.99,10.0,1,0
179,Arera Colony,23.239903,77.439485,1705,2,20,24,fully-furnished,0,15798487.12,15365452.01,premium_residential,False,False,4.28,11.7,3.53,0.46,3.51,3.85,3.68,7.53,10.0,0,1
180,Govindpura,23.277789,77.470996,2325,5,8,4,fully-furnished,1,18595724.04,19198513.2,residential,True,True,6.19,13.71,6.29,5.37,8.3,9.12,7.45,11.81,3.86,0,1
181,MP Nagar,23.239644,77.441307,1448,3,10,19,fully-furnished,1,17042644.3,16647927.68,commercial,False,False,4.43,11.88,3.7,0.64,3.69,3.97,3.87,7.71,7.37,0,1
182,DB City Road,23.232697,77.436803,3335,3,0,10,unfurnished,1,31682755.76,32436606.24,commercial,False,True,4.75,11.84,3.9,1.04,3.15,3.12,3.74,7.22,3.86,0,0
183,Ayodhya Bypass,23.275861,77.463938,2615,4,16,3,unfurnished,0,8321330.68,7952722.59,developing,True,False,5.45,13.01,5.54,4.74,7.59,8.49,6.71,11.07,0.0,0,0
184,DB City Road,23.235046,77.437998,3312,3,11,19,fully-furnished,1,34129175.79,35859194.13,commercial,True,True,4.6,11.82,3.79,0.81,3.28,3.38,3.73,7.34,3.86,0,1
185,Ayodhya Bypass,23.268936,77.473881,3366,2,11,4,fully-furnished,0,15504036.34,15663798.8,developing,True,True,6.4,14.11,6.35,4.92,8.01,8.62,7.37,11.71,0.0,0,1
186,Raisen Road,23.193589,77.446503,3004,2,12,2,fully-furnished,0,29988240.35,28583836.7,premium_residential,False,False,9.04,15.26,8.12,5.48,6.02,4.24,7.5,9.29,3.86,0,1
187,Jahangirabad,23.257839,77.3953,1913,2,9,2,unfurnished,0,6783042.58,6687531.97,budget,False,False,2.02,6.77,1.78,4.48,2.96,5.0,1.36,4.05,3.86,0,0
188,Arera Colony,23.228204,77.44095,1015,3,14,17,fully-furnished,0,11846340.42,12411610.04,premium_residential,True,False,5.4,12.47,4.55,1.62,3.62,3.22,4.36,7.66,10.0,0,1
189,Arera Colony,23.240459,77.433193,2862,2,20,23,fully-furnished,0,31851132.3,30732584.3,premium_residential,False,False,3.83,11.1,3.01,0.3,2.9,3.47,3.05,6.9,10.0,0,1
190,Bittan Market,23.263573,77.433024,3180,3,11,24,fully-furnished,0,24839201.85,24667663.46,commercial,False,True,2.29,10.14,2.13,2.4,4.37,5.71,3.27,7.63,3.86,0,1
191,Katara Hills,23.191479,77.459588,2806,1,17,6,fully-furnished,0,18162635.92,17707016.32,residential,False,True,9.86,16.42,8.97,6.11,7.16,5.5,8.51,10.59,3.86,0,1
192,Nehru Nagar,23.248284,77.457762,2819,2,0,9,fully-furnished,0,22518242.48,21787473.56,residential,True,False,5.26,13.06,4.8,2.37,5.56,5.87,5.4,9.51,3.86,0,1
193,Raisen Road,23.182741,77.450824,3018,1,9,18,unfurnished,1,30408822.84,31614923.89,premium_residential,True,False,10.32,16.41,9.4,6.75,7.21,5.34,8.75,10.28,3.86,0,0
194,Hoshangabad Road,23.208676,77.477102,3393,5,6,18,fully-furnished,0,32076304.67,32541250.28,commercial,True,True,9.45,16.75,8.7,5.63,7.76,6.65,8.65,11.65,5.96,0,1
195,Jahangirabad,23.262149,77.398926,1492,2,3,7,fully-furnished,1,8770559.14,8387806.67,budget,False,False,1.45,6.89,1.42,4.37,3.31,5.34,1.54,4.65,3.86,0,1
196,Shamla Hills,23.237376,77.414202,2838,4,7,20,fully-furnished,1,43714218.51,44810695.56,premium_residential,True,False,3.46,9.62,2.5,2.25,0.97,2.42,1.63,4.93,3.86,0,1
197,Kolar Road,23.171231,77.420801,1274,1,14,0,semi-furnished,1,6007598.75,5818617.13,budget,False,False,10.82,15.45,9.86,7.98,7.01,4.98,8.81,8.82,1.23,1,0
198,Shamla Hills,23.235251,77.408157,1480,1,5,7,semi-furnished,1,18418402.2,19384784.45,premium_residential,True,False,3.7,9.27,2.77,2.91,0.33,2.22,1.6,4.29,3.86,1,0
199,Misrod,23.161622,77.508502,2334,3,8,2,unfurnished,0,9454779.07,9089438.02,residential,False,False,15.46,22.38,14.66,11.62,13.14,11.5,14.38,16.56,3.86,0,0
200,Raisen Road,23.195297,77.447385,1012,3,7,14,fully-furnished,1,12653223.51,12548104.55,premium_residential,True,True,8.91,15.2,7.99,5.31,5.95,4.21,7.4,9.29,3.86,0,1
201,Katara Hills,23.194869,77.450837,2383,2,20,5,unfurnished,0,9801469.75,10211741.8,residential,True,False,9.1,15.49,8.2,5.45,6.24,4.54,7.65,9.62,3.86,0,0
202,DB City Road,23.23822,77.442792,966,4,16,5,semi-furnished,0,7527297.45,7825549.16,commercial,True,True,4.65,12.09,3.91,0.85,3.81,3.98,4.06,7.85,3.86,1,0
203,Bairagarh,23.270442,77.342025,2297,2,3,7,unfurnished,0,11952524.36,11712567.8,budget,True,True,7.09,1.95,7.32,10.08,7.75,9.44,6.85,4.84,0.7,0,0
204,Piplani,23.213024,77.491886,1991,1,0,0,fully-furnished,0,9436665.6,9701788.93,budget,True,False,10.28,17.83,9.63,6.59,9.06,8.12,9.76,13.04,3.86,0,1
205,Katara Hills,23.199606,77.444345,1251,3,1,6,unfurnished,1,9668435.02,10164293.18,residential,False,False,8.35,14.65,7.43,4.78,5.39,3.7,6.83,8.8,3.86,0,0
206,Kolar Road,23.167856,77.407438,1835,2,10,9,unfurnished,0,8084712.35,8294452.89,budget,True,False,11.15,15.07,10.21,8.7,7.22,5.31,9.03,8.34,1.23,0,0
207,Arera Colony,23.227015,77.431255,818,3,1,25,fully-furnished,1,12193443.16,12071398.08,premium_residential,True,True,5.03,11.71,4.11,1.72,2.67,2.29,3.66,6.68,10.0,0,1
208,Anand Nagar,23.268957,77.437826,1160,5,9,0,unfurnished,0,3932702.03,3963327.2,budget,True,False,2.71,10.48,2.77,2.99,5.14,6.45,4.0,8.34,3.86,0,0
209,Bairagarh,23.2615,77.3421,2542,3,8,2,unfurnished,0,8369123.67,8204106.61,budget,False,False,7.12,2.92,7.22,9.81,7.26,8.83,6.57,4.02,0.7,0,0
210,Nehru Nagar,23.239363,77.442608,1891,4,8,2,fully-furnished,1,13303509.99,12697815.37,residential,True,False,4.55,12.01,3.82,0.77,3.81,4.04,4.01,7.84,3.86,0,1
211,Bairagarh,23.271425,77.336683,842,3,9,4,semi-furnished,1,3309239.33,3277416.99,budget,False,True,7.64,1.78,7.87,10.63,8.27,9.93,7.4,5.23,0.7,1,0
212,Kolar Road,23.166223,77.42273,2473,4,18,6,unfurnished,0,8602010.8,8202030.9,budget,True,True,11.39,16.02,10.43,8.49,7.59,5.57,9.39,9.38,1.23,0,0
213,Bittan Market,23.254069,77.431307,1448,1,20,16,fully-furnished,0,10119322.14,10201557.29,commercial,True,False,2.6,10.3,2.02,1.41,3.49,4.67,2.74,7.05,3.86,0,1
214,Katara Hills,23.194277,77.445222,1055,3,10,0,fully-furnished,0,6471920.51,6630905.35,residential,True,False,8.92,15.11,8.0,5.38,5.87,4.09,7.36,9.14,3.86,0,1
215,DB City Road,23.222038,77.439228,2832,2,20,20,semi-furnished,0,32294918.27,31530213.38,commercial,False,False,5.89,12.69,5.0,2.24,3.61,2.82,4.63,7.56,3.86,1,0
216,Anand Nagar,23.280853,77.448862,2637,4,4,3,fully-furnished,0,12913712.36,13053738.85,budget,True,True,4.08,11.43,4.38,4.51,6.88,8.12,5.68,9.98,3.86,0,1
217,Piplani,23.215477,77.488178,3272,4,9,3,unfurnished,1,13253988.34,12966229.81,budget,False,True,9.82,17.37,9.17,6.13,8.63,7.74,9.31,12.62,3.86,0,0
218,Anand Nagar,23.267992,77.434651,2224,3,20,3,unfurnished,1,5118531.21,3887763.27,budget,False,False,2.39,10.18,2.43,2.88,4.86,6.23,3.67,8.0,3.86,0,0
219,Shahpura,23.206333,77.42133,2830,2,3,2,unfurnished,1,19007369.45,18871659.19,residential,True,True,6.96,12.43,6.0,4.21,3.34,1.36,5.05,6.35,4.74,0,0
220,Katara Hills,23.193438,77.449516,818,3,7,3,semi-furnished,0,4312984.46,4299010.93,residential,False,True,9.19,15.5,8.27,5.56,6.25,4.51,7.69,9.57,3.86,1,0
221,Nehru Nagar,23.245133,77.452214,1094,2,16,8,unfurnished,0,5106597.83,5336579.93,residential,True,True,4.92,12.65,4.37,1.74,4.92,5.21,4.85,8.9,3.86,0,0
222,Bawadia Kalan,23.210114,77.453769,3263,3,15,14,fully-furnished,0,35676702.03,35729958.74,premium_residential,True,False,7.79,14.67,6.94,3.99,5.51,4.26,6.62,9.3,3.86,0,1
223,Piplani,23.20461,77.491832,1138,4,8,0,unfurnished,0,5343725.61,3850681.46,budget,False,False,10.86,18.28,10.16,7.09,9.33,8.2,10.18,13.23,3.86,0,0
224,Govindpura,23.261434,77.483762,1531,3,16,6,semi-furnished,0,8584902.66,8741228.92,residential,True,True,7.46,15.25,7.28,5.38,8.56,8.88,8.17,12.43,3.86,1,0
225,Piplani,23.2003,77.495785,839,1,3,4,semi-furnished,1,4085853.19,4298493.89,budget,True,False,11.48,18.87,10.77,7.7,9.88,8.68,10.77,13.74,3.86,1,0
226,Shamla Hills,23.235829,77.42093,1049,3,15,14,unfurnished,0,10148920.36,9908874.71,premium_residential,False,False,3.75,10.29,2.8,1.65,1.56,2.4,2.22,5.6,3.86,0,0
227,Danish Kunj,23.22105,77.448139,2725,3,16,12,fully-furnished,0,27922231.17,28161686.57,commercial,True,False,6.47,13.51,5.63,2.65,4.51,3.69,5.42,8.48,3.86,0,1
228,Katara Hills,23.187719,77.445245,1882,2,12,8,semi-furnished,1,18639496.89,13609290.59,residential,True,False,9.6,15.62,8.66,6.09,6.43,4.55,7.98,9.5,3.86,1,0
229,Govindpura,23.266677,77.477916,2192,2,5,5,unfurnished,0,11992217.47,11809513.58,residential,True,False,6.82,14.56,6.73,5.12,8.25,8.76,7.7,12.02,3.86,0,0
230,Danish Kunj,23.213093,77.454439,1774,4,5,18,unfurnished,1,19601463.51,20075230.21,commercial,False,False,7.56,14.54,6.72,3.74,5.43,4.29,6.46,9.28,3.86,0,0
231,Ayodhya Bypass,23.279869,77.475587,2637,3,5,3,semi-furnished,0,9828524.84,9530493.34,developing,True,True,6.7,14.16,6.81,5.86,8.81,9.6,7.97,12.33,0.0,1,0
232,DB City Road,23.221698,77.448878,1098,4,9,15,semi-furnished,1,12631828.86,12155677.75,commercial,True,False,6.45,13.54,5.63,2.63,4.56,3.77,5.44,8.54,3.86,1,0
233,Ayodhya Bypass,23.277775,77.470424,2846,1,20,6,semi-furnished,0,11515675.09,11110761.98,developing,True,True,6.14,13.65,6.24,5.33,8.25,9.08,7.4,11.76,0.0,1,0
234,Shahpura,23.196512,77.420287,2364,4,10,4,semi-furnished,0,21388373.1,21666822.22,residential,True,True,8.03,13.17,7.06,5.28,4.3,2.26,6.06,6.84,4.74,1,0
235,MP Nagar,23.235861,77.433686,2484,5,3,23,semi-furnished,0,25082467.46,26100210.5,commercial,False,False,4.28,11.39,3.43,0.71,2.85,3.11,3.3,6.9,7.37,1,0
236,Katara Hills,23.185647,77.451207,2248,3,8,5,fully-furnished,0,16331782.08,17115066.31,residential,True,False,10.04,16.21,9.12,6.44,6.99,5.16,8.5,10.15,3.86,0,1
237,Jahangirabad,23.245695,77.391583,1935,1,10,5,fully-furnished,0,8972622.56,9367404.49,budget,True,False,3.23,7.22,2.66,4.52,2.04,3.97,1.43,2.95,3.86,0,1
238,Katara Hills,23.194157,77.448298,1852,3,16,8,semi-furnished,0,11981132.3,11535744.77,residential,True,False,9.06,15.35,8.15,5.46,6.1,4.36,7.55,9.43,3.86,1,0
239,Kolar Road,23.172109,77.419701,2334,2,18,4,fully-furnished,0,9316789.44,9030544.73,budget,True,False,10.71,15.31,9.75,7.91,6.89,4.87,8.69,8.67,1.23,0,1
240,Shahpura,23.207459,77.420602,2346,4,6,3,unfurnished,1,15977569.08,16561742.2,residential,True,True,6.83,12.29,5.87,4.12,3.2,1.22,4.91,6.23,4.74,0,0
241,Bawadia Kalan,23.218606,77.44452,1383,3,7,6,unfurnished,0,9766444.6,9323242.56,premium_residential,True,False,6.49,13.36,5.62,2.75,4.25,3.28,5.29,8.16,3.86,0,0
242,Raisen Road,23.178538,77.439153,3230,5,1,16,semi-furnished,1,32062595.68,32704840.45,premium_residential,False,False,10.36,15.94,9.41,7.04,6.92,4.92,8.59,9.58,3.86,1,0
243,Bawadia Kalan,23.198963,77.444685,2166,1,9,11,semi-furnished,0,30102622.51,29050408.09,premium_residential,False,True,8.42,14.72,7.51,4.86,5.47,3.77,6.91,8.86,3.86,1,0
244,Misrod,23.158699,77.504827,3240,4,20,3,semi-furnished,0,17523496.91,16914907.55,residential,True,False,15.48,22.3,14.65,11.63,13.04,11.35,14.33,16.39,3.86,1,0
245,Jahangirabad,23.259692,77.399256,2843,3,12,4,unfurnished,0,9785670.57,9999962.19,budget,True,True,1.57,7.04,1.37,4.2,3.04,5.07,1.28,4.49,3.86,0,0
246,DB City Road,23.239199,77.440325,3032,4,2,9,fully-furnished,1,32250006.88,30747905.15,commercial,False,False,4.4,11.81,3.65,0.57,3.58,3.86,3.79,7.61,3.86,0,1
247,Hoshangabad Road,23.210653,77.467701,2419,2,3,19,fully-furnished,1,24353316.48,25384494.23,commercial,True,False,8.62,15.82,7.85,4.78,6.78,5.67,7.72,10.67,5.96,0,1
248,Bittan Market,23.251463,77.431569,2320,4,15,14,fully-furnished,0,19705062.05,19303317.85,commercial,True,False,2.8,10.43,2.15,1.13,3.32,4.42,2.73,6.99,3.86,0,1
249,Jahangirabad,23.245714,77.391809,2447,2,7,3,semi-furnished,1,8540770.56,8189927.57,budget,True,False,3.22,7.24,2.64,4.5,2.02,3.96,1.41,2.97,3.86,1,0
250,Misrod,23.161014,77.502799,1921,2,14,8,unfurnished,0,10470125.8,10355418.07,residential,True,False,15.15,21.97,14.32,11.3,12.72,11.04,14.0,16.08,3.86,0,0
251,Shahpura,23.196542,77.433915,3120,2,20,2,unfurnished,1,17174641.8,17643200.02,residential,True,False,8.3,14.11,7.35,5.04,4.95,3.04,6.56,8.01,4.74,0,0
252,Katara Hills,23.18815,77.447844,2273,3,18,4,unfurnished,0,14310263.72,14169100.41,residential,True,False,9.65,15.77,8.73,6.09,6.56,4.72,8.08,9.71,3.86,0,0
253,Anand Nagar,23.278181,77.437849,2905,3,16,10,unfurnished,0,7582788.58,7703434.61,budget,False,False,2.92,10.33,3.28,4.01,5.97,7.4,4.63,8.87,3.86,0,0
254,Bittan Market,23.25752,77.433097,1271,2,3,7,fully-furnished,1,11416093.12,11474868.77,commercial,True,True,2.54,10.34,2.11,1.74,3.88,5.09,3.01,7.36,3.86,0,1
255,Shamla Hills,23.238288,77.405701,3477,3,19,22,fully-furnished,0,45798735.25,46250107.35,premium_residential,False,False,3.39,8.86,2.5,3.09,0.59,2.61,1.23,4.08,3.86,0,1
256,Jahangirabad,23.247733,77.395012,1469,4,20,0,semi-furnished,0,4481684.73,4484905.08,budget,True,False,2.84,7.36,2.25,4.2,1.98,3.99,1.04,3.37,3.86,1,0
257,Indrapuri,23.250322,77.464077,1783,2,4,1,unfurnished,1,12752375.48,12675587.01,residential,True,True,5.76,13.6,5.37,3.06,6.25,6.52,6.05,10.19,2.46,0,0
258,Anand Nagar,23.263616,77.448831,1372,4,12,0,semi-furnished,0,6111043.26,5942571.31,budget,True,True,3.88,11.7,3.73,2.75,5.54,6.48,4.75,9.11,3.86,1,0
259,Bittan Market,23.252627,77.432166,2261,3,8,7,unfurnished,1,18515622.83,17651692.91,commercial,True,False,2.77,10.44,2.16,1.23,3.45,4.56,2.8,7.09,3.86,0,0
260,Arera Colony,23.226357,77.434153,2249,4,16,19,semi-furnished,1,24325849.16,25192376.7,premium_residential,True,False,5.22,11.99,4.32,1.74,2.97,2.51,3.93,6.98,10.0,1,0
261,DB City Road,23.229134,77.438543,962,2,14,19,fully-furnished,1,9323510.91,9229661.71,commercial,True,False,5.17,12.2,4.32,1.46,3.36,3.05,4.1,7.41,3.86,0,1
262,Misrod,23.167312,77.510455,1509,3,17,5,unfurnished,0,5915692.28,5849709.99,residential,False,False,15.12,22.16,14.33,11.28,12.93,11.36,14.11,16.45,3.86,0,0
263,Katara Hills,23.183181,77.455067,3266,2,3,0,unfurnished,1,25462499.49,25366656.82,residential,True,False,10.46,16.69,9.54,6.81,7.46,5.64,8.95,10.62,3.86,0,0
264,MP Nagar,23.224602,77.432205,1607,2,15,5,fully-furnished,0,13259529.58,13256311.89,commercial,True,False,5.31,11.94,4.39,1.96,2.84,2.24,3.91,6.81,7.37,0,1
265,Katara Hills,23.187547,77.447461,1761,4,11,4,semi-furnished,0,14716437.31,14383465.18,residential,False,False,9.7,15.79,8.77,6.15,6.58,4.73,8.11,9.71,3.86,1,0
266,Katara Hills,23.200172,77.454361,3197,3,13,3,semi-furnished,0,20008545.25,20470388.73,residential,True,False,8.76,15.39,7.88,5.01,6.14,4.6,7.43,9.72,3.86,1,0
267,Shahpura,23.200161,77.425404,1246,2,10,2,unfurnished,0,7135584.12,7407894.92,residential,False,False,7.7,13.22,6.74,4.75,4.14,2.15,5.84,7.05,4.74,0,0
268,Kolar Road,23.176987,77.412788,2338,5,11,0,fully-furnished,1,12294410.99,12645089.57,budget,True,False,10.14,14.47,9.18,7.57,6.24,4.28,8.06,7.81,1.23,0,1
269,Misrod,23.167738,77.520639,3128,2,12,6,semi-furnished,0,23756564.03,18052614.88,residential,True,False,15.8,22.97,15.05,11.98,13.78,12.27,14.9,17.37,3.86,1,0
270,Kolar Road,23.16786,77.408376,2346,4,12,1,unfurnished,1,10291643.6,10594979.84,budget,True,True,11.15,15.11,10.2,8.67,7.22,5.3,9.04,8.39,1.23,0,0
271,Kolar Road,23.176079,77.411558,1812,3,15,2,unfurnished,0,7133059.07,7297068.58,budget,True,False,10.24,14.49,9.28,7.7,6.33,4.38,8.15,7.81,1.23,0,0
272,Misrod,23.16323,77.520385,2702,3,7,1,unfurnished,1,11539404.72,12035770.36,residential,True,False,16.14,23.24,15.37,12.31,14.03,12.47,15.18,17.56,3.86,0,0
273,Kolar Road,23.168465,77.404711,875,2,15,7,semi-furnished,0,4864980.69,5007055.63,budget,True,False,11.1,14.87,10.16,8.74,7.15,5.28,8.96,8.15,1.23,1,0
274,Ayodhya Bypass,23.278209,77.474303,1084,2,5,0,unfurnished,0,3132605.95,3184341.16,developing,True,False,6.54,14.04,6.63,5.64,8.6,9.38,7.78,12.14,0.0,0,0
275,Shamla Hills,23.238369,77.41843,3068,2,19,7,semi-furnished,1,40991448.04,39703658.11,premium_residential,False,True,3.42,9.92,2.46,1.8,1.4,2.59,1.84,5.37,3.86,1,0
276,Jahangirabad,23.253003,77.39284,2659,2,1,3,unfurnished,1,12774002.7,12448261.72,budget,True,False,2.55,6.84,2.16,4.54,2.59,4.61,1.31,3.51,3.86,0,0
277,Ayodhya Bypass,23.279422,77.464889,2004,4,19,4,unfurnished,0,5996653.6,6227588.5,developing,True,False,5.61,13.07,5.77,5.11,7.92,8.87,6.97,11.33,0.0,0,0
278,Ayodhya Bypass,23.27769,77.459424,1105,2,16,1,unfurnished,0,2391413.05,2307075.06,developing,False,False,5.03,12.53,5.18,4.64,7.37,8.38,6.39,10.74,0.0,0,0
279,Govindpura,23.25902,77.474657,1617,3,12,8,fully-furnished,0,13347845.29,9913680.31,residential,True,True,6.57,14.39,6.35,4.42,7.59,7.97,7.21,11.46,3.86,0,1
280,Shahpura,23.193367,77.431407,2184,3,14,4,fully-furnished,1,15758871.74,16012967.68,residential,True,True,8.57,14.19,7.62,5.4,5.1,3.13,6.77,7.97,4.74,0,1
281,Shamla Hills,23.235057,77.418055,3352,2,19,17,fully-furnished,0,50668530.03,49164208.97,premium_residential,True,False,3.77,10.09,2.81,1.95,1.25,2.23,2.08,5.3,3.86,0,1
282,MP Nagar,23.234738,77.435578,1079,2,13,10,fully-furnished,0,11213163.79,10977457.11,commercial,True,False,4.49,11.62,3.65,0.8,3.03,3.17,3.53,7.09,7.37,0,1
283,Raisen Road,23.190137,77.447995,2179,3,0,15,semi-furnished,1,21470878.56,22500336.67,premium_residential,False,False,9.46,15.63,8.53,5.88,6.4,4.59,7.9,9.61,3.86,1,0
